,date,open,high,low,close,volume,QAV,trades,TBAV,TQAV,Ignore
0,2021-06-23 23:00:00,33469.76,33473.91,33445.49,33445.49,99.71596400,3335849.74048868,950,3.32494700,111256.28807469,0
1,2021-06-23 23:01:00,33440.01,33446.08,33408.61,33445.41,29.53588600,987286.27501940,890,13.66164000,456664.04320151,0
2,2021-06-23 23:02:00,33445.42,33446.96,33405.5,33411.43,15.41154800,515013.21720528,443,4.82227800,161137.09749690,0
3,2021-06-23 23:03:00,33411.52,33446.84,33399.47,33441.74,21.72788100,726148.96162735,583,9.68829700,323817.75670872,0
4,2021-06-23 23:04:00,33441.74,33472.25,33412.78,33415.0,22.04794600,737423.95081420,556,9.21265800,308140.35009413,0
5,2021-06-23 23:05:00,33415.01,33429.15,33402.47,33402.68,13.68118500,457090.01538096,505,4.48646500,149896.02554586,0
6,2021-06-23 23:06:00,33402.68,33412.55,33379.81,33380.11,25.54303600,853049.66121904,505,10.75305600,359079.03556805,0
7,2021-06-23 23:07:00,33380.0,33399.91,33362.62,33386.13,31.93908500,1066010.00268724,638,6.92435700,231134.60174941,0
8,2021-06-23 23:08:00,33386.08,33388.72,33364.89,33378.87,25.67800600,857001.15149358,489,10.65236500,355521.50241306,0
9,2021-06-23 23:09:00,33378.88,33385.4,33333.76,33340.01,59.12853600,1972770.93687647,739,31.78873200,1060607.29501028,0
10,2021-06-23 23:10:00,33340.01,33356.94,33324.68,33340.0,38.59984800,1286955.41638971,739,20.63746800,688109.15725990,0
11,2021-06-23 23:11:00,33340.01,33349.49,33251.0,33282.87,83.14446700,2769184.89127304,1301,30.16823400,1004363.65498421,0
12,2021-06-23 23:12:00,33282.87,33317.8,33282.87,33308.91,20.71205300,689737.98029871,552,14.03512400,467396.98376890,0
13,2021-06-23 23:13:00,33308.9,33308.91,33282.31,33301.94,18.31661900,609852.40788361,411,7.07725600,235621.59688889,0
14,2021-06-23 23:14:00,33306.85,33306.86,33273.32,33300.0,18.87064300,628176.14022738,513,8.15580200,271495.23790834,0
15,2021-06-23 23:15:00,33300.0,33376.01,33300.0,33370.02,48.85017400,1628864.14651400,764,36.33613500,1211607.37795184,0
16,2021-06-23 23:16:00,33371.56,33386.09,33370.0,33376.89,21.36909700,713180.19208269,457,6.87248600,229359.66303691,0
17,2021-06-23 23:17:00,33376.89,33427.5,33370.16,33420.36,28.05143800,936868.62313814,603,17.15784700,573067.16993970,0
18,2021-06-23 23:18:00,33420.35,33452.74,33416.01,33419.72,37.46406500,1252846.07687366,598,29.28129700,979253.29388857,0
19,2021-06-23 23:19:00,33419.71,33450.0,33386.82,33450.0,18.86541400,630217.91348037,530,6.57706300,219730.75682110,0
20,2021-06-23 23:20:00,33450.0,33457.22,33405.0,33417.22,15.96522600,533747.20404318,441,7.82331500,261583.89253461,0
21,2021-06-23 23:21:00,33417.22,33427.92,33400.0,33427.92,9.89891200,330721.83236823,315,4.81207300,160769.66295073,0
22,2021-06-23 23:22:00,33429.08,33509.63,33429.08,33506.33,35.29914500,1181736.01941046,867,19.01497400,636448.10532896,0
23,2021-06-23 23:23:00,33506.34,33520.0,33477.27,33485.37,87.08328700,2918016.69277676,694,12.44429600,416832.06455340,0
24,2021-06-23 23:24:00,33485.37,33571.0,33485.37,33569.15,74.23188400,2489693.83100763,1093,39.64960700,1329322.88070175,0
25,2021-06-23 23:25:00,33569.16,33577.77,33525.01,33528.02,44.96893600,1508711.93523310,799,13.32950800,447219.00015383,0
26,2021-06-23 23:26:00,33528.02,33535.08,33504.87,33518.98,36.90705000,1237107.97829723,492,22.30935200,747772.44234902,0
27,2021-06-23 23:27:00,33518.98,33579.81,33480.29,33566.09,33.18081700,1112459.19740465,648,22.07450000,740179.62128351,0
28,2021-06-23 23:28:00,33566.09,33645.85,33531.99,33588.71,104.01792300,3494188.12130670,1798,60.42395700,2029762.85982212,0
29,2021-06-23 23:29:00,33588.71,33606.91,33571.42,33599.09,25.31599000,850330.39115375,528,15.14391500,508685.25008537,0
30,2021-06-23 23:30:00,33599.09,33599.09,33515.17,33522.73,29.09266800,975930.45343096,769,8.36829100,280672.22569677,0
31,2021-06-23 23:31:00,33518.96,33553.96,33510.9,33512.87,18.68665100,626586.50787766,542,6.27914900,210555.50041438,0
32,2021-06-23 23:32:00,33518.99,33532.99,33500.0,33532.99,28.67802100,961067.36810834,696,17.32681700,580677.26907974,0
33,2021-06-23 23:33:00,33532.99,33615.99,33522.0,33610.69,32.74276900,1099438.21344674,659,16.94079900,568784.90138853,0
34,2021-06-23 23:34:00,33610.7,33700.0,33610.69,33685.0,58.49437000,1970129.89625967,1549,40.97143700,1380006.16506957,0
35,2021-06-23 23:35:00,33685.01,33703.7,33633.56,33703.69,38.99899900,1312973.50361833,755,15.26978900,514098.54304486,0
36,2021-06-23 23:36:00,33703.69,33703.69,33637.65,33637.65,28.41886100,956597.78427989,739,8.82061200,296945.83835638,0
37,2021-06-23 23:37:00,33639.41,33688.71,33600.0,33611.86,24.47107300,822950.40994345,854,12.29885700,413667.85290399,0
38,2021-06-23 23:38:00,33611.85,33676.33,33596.59,33645.81,25.15422000,846142.24109181,769,12.09485300,406905.92292750,0
39,2021-06-23 23:39:00,33645.81,33722.99,33643.02,33719.35,43.84182000,1477276.16650468,826,17.50430000,589773.16992997,0
40,2021-06-23 23:40:00,33719.59,33734.68,33646.52,33706.19,130.75605100,4405520.92068850,1216,97.98553500,3301777.37233662,0
41,2021-06-23 23:41:00,33706.2,33749.11,33654.91,33665.32,68.76784400,2317431.23083249,955,42.29300600,1425345.19034408,0
42,2021-06-23 23:42:00,33665.3,33710.67,33650.72,33691.28,40.76381700,1372947.95521588,747,25.69621400,865417.00058714,0
43,2021-06-23 23:43:00,33690.95,33705.05,33661.89,33670.75,62.47140400,2104078.99889421,778,39.02118300,1314368.97780269,0
44,2021-06-23 23:44:00,33670.75,33710.67,33670.0,33673.1,28.34903200,954965.08613576,729,13.69447200,461307.84658972,0
45,2021-06-23 23:45:00,33673.09,33673.09,33627.09,33630.07,35.72367600,1202210.48432444,770,10.55577300,355212.52431771,0
46,2021-06-23 23:46:00,33630.07,33631.76,33592.87,33611.77,18.58460200,624629.43164371,659,4.97880300,167345.68362296,0
47,2021-06-23 23:47:00,33611.78,33622.75,33569.18,33570.02,22.09267500,742249.06862737,663,9.09775200,305666.55100163,0
48,2021-06-23 23:48:00,33572.23,33630.81,33570.55,33601.42,32.54661100,1093670.11996671,753,17.87828600,600829.20436701,0
49,2021-06-23 23:49:00,33601.43,33669.97,33600.01,33640.07,23.90880100,804150.56953427,988,11.93904300,401498.13980272,0
50,2021-06-23 23:50:00,33643.56,33732.16,33633.08,33716.26,54.50130700,1835999.08603609,1271,24.47149600,824085.11189410,0
51,2021-06-23 23:51:00,33716.26,33716.27,33672.08,33683.16,31.59216100,1064319.54103370,908,12.17604000,410185.21427609,0
52,2021-06-23 23:52:00,33683.17,33687.92,33643.87,33665.07,31.27508900,1052958.55816034,843,16.10375900,542158.32340734,0
53,2021-06-23 23:53:00,33665.06,33677.93,33650.9,33650.91,19.37877100,652350.29914449,725,8.03209700,270389.40148134,0
54,2021-06-23 23:54:00,33654.27,33677.54,33644.9,33666.71,20.45095500,688347.81106881,1006,9.13088300,307345.27389951,0
55,2021-06-23 23:55:00,33664.67,33664.68,33624.55,33624.55,14.27875700,480322.20179575,756,7.41742900,249504.39294566,0
56,2021-06-23 23:56:00,33624.56,33638.94,33607.49,33609.12,20.31627900,683040.45762887,903,11.35950900,381904.64383893,0
57,2021-06-23 23:57:00,33609.13,33639.76,33605.19,33619.78,29.67894800,997721.96963238,726,13.59100400,456933.14685497,0
58,2021-06-23 23:58:00,33624.88,33650.0,33620.45,33641.35,25.48160600,857081.68047721,718,16.42121700,552339.46078828,0
59,2021-06-23 23:59:00,33640.38,33678.08,33628.39,33678.07,29.89361800,1006294.84335280,857,18.08017700,608621.88893722,0
60,2021-06-24 00:00:00,33675.07,33696.79,33603.95,33665.72,102.53572400,3449452.26144886,1822,32.53001500,1094295.82929054,0
61,2021-06-24 00:01:00,33665.73,33879.99,33662.44,33767.51,223.25777400,7544404.76161670,4704,149.84035900,5063206.87646114,0
62,2021-06-24 00:02:00,33767.52,33768.51,33601.74,33606.99,112.11218000,3775882.00753971,2371,43.36596400,1461145.02278782,0
63,2021-06-24 00:03:00,33607.15,33631.99,33551.58,33590.74,66.86611700,2245869.84646449,1535,32.45617800,1090100.74509527,0
64,2021-06-24 00:04:00,33590.75,33661.59,33579.03,33635.15,34.09521000,1146262.03339378,879,18.15905600,610498.61969674,0
65,2021-06-24 00:05:00,33622.31,33628.7,33487.88,33501.77,83.63804400,2804719.01043903,1769,33.89833300,1136347.94284843,0
66,2021-06-24 00:06:00,33501.76,33620.62,33496.55,33559.37,69.46511500,2330564.16265300,1734,36.69655200,1230802.10308672,0
67,2021-06-24 00:07:00,33564.14,33592.02,33511.7,33590.66,98.44915900,3302121.07957168,1078,16.43193800,551312.84909758,0
68,2021-06-24 00:08:00,33590.67,33590.67,33457.15,33526.48,149.65756400,5016234.68368320,1666,56.63472200,1899218.22496383,0
69,2021-06-24 00:09:00,33526.49,33570.71,33500.0,33570.71,52.67967200,1766280.48553810,853,18.12503900,608027.45407456,0
70,2021-06-24 00:10:00,33570.7,33570.71,33502.37,33553.02,47.45709000,1591242.74885275,933,24.11868800,808675.04449186,0
71,2021-06-24 00:11:00,33553.01,33563.86,33518.3,33546.68,30.84219400,1034516.11781302,947,11.21669600,376209.48754711,0
72,2021-06-24 00:12:00,33546.67,33601.35,33527.55,33600.44,37.91984200,1272412.88008308,942,23.62503700,792724.43455084,0
73,2021-06-24 00:13:00,33600.44,33607.13,33582.86,33607.13,37.45366700,1258319.15159721,1003,16.41705500,551565.06923195,0
74,2021-06-24 00:14:00,33607.13,33806.72,33601.1,33743.23,130.85438000,4410561.35940257,2546,90.75738200,3058553.82257076,0
75,2021-06-24 00:15:00,33743.04,33748.82,33654.9,33686.3,94.26738600,3176693.95863657,1335,28.00568600,943688.57607474,0
76,2021-06-24 00:16:00,33686.29,33686.29,33605.26,33608.96,72.95421100,2453850.82261264,1315,35.33142100,1188390.79892508,0
77,2021-06-24 00:17:00,33608.97,33685.8,33603.77,33613.79,36.97955100,1244129.06515705,1102,20.65082100,694917.09080143,0
78,2021-06-24 00:18:00,33613.79,33625.5,33583.49,33612.77,39.73676200,1335369.41430656,894,16.63897300,559150.38002417,0
79,2021-06-24 00:19:00,33612.77,33659.98,33588.28,33644.17,22.16043300,744980.91370564,599,8.41259200,282764.31133569,0
80,2021-06-24 00:20:00,33644.16,33644.16,33582.13,33615.27,58.28284300,1958482.44763266,1143,17.75992700,596748.95171358,0
81,2021-06-24 00:21:00,33615.27,33630.71,33594.01,33630.71,24.61393500,827262.88622860,652,11.18346100,375878.58048719,0
82,2021-06-24 00:22:00,33626.36,33664.54,33603.84,33613.51,27.08181800,910814.44917164,837,12.48430800,419951.26212804,0
83,2021-06-24 00:23:00,33613.52,33627.22,33549.99,33571.9,176.85053400,5937775.09733638,1377,75.59408400,2537656.92284579,0
84,2021-06-24 00:24:00,33571.3,33582.83,33529.64,33563.68,70.39779600,2362299.20504260,813,17.21215700,577447.35876503,0
85,2021-06-24 00:25:00,33563.68,33575.68,33532.29,33562.13,61.10677000,2050025.23633173,758,35.41687500,1188120.93233298,0
86,2021-06-24 00:26:00,33563.84,33629.82,33545.56,33553.15,75.77563500,2544975.77046044,899,20.76524300,697287.79479158,0
87,2021-06-24 00:27:00,33551.23,33581.76,33525.46,33537.34,86.73952300,2910595.84903444,1006,34.44403300,1155630.80698299,0
88,2021-06-24 00:28:00,33534.39,33555.56,33513.01,33542.78,26.84868000,900322.99987083,648,7.82016900,262277.25425247,0
89,2021-06-24 00:29:00,33545.91,33554.1,33516.82,33516.84,18.68219700,626461.51210275,580,5.75305300,192922.64974752,0
90,2021-06-24 00:30:00,33516.83,33567.27,33515.32,33560.89,28.36729000,951626.94141537,661,10.02271300,336203.40842725,0
91,2021-06-24 00:31:00,33560.91,33560.91,33457.14,33512.33,77.35658300,2590989.44763595,1476,21.13982600,707917.99032683,0
92,2021-06-24 00:32:00,33512.33,33548.69,33488.78,33534.01,31.10977200,1042542.65696105,803,12.90109400,432379.97748407,0
93,2021-06-24 00:33:00,33534.01,33574.88,33503.79,33505.07,38.12690800,1279196.23453726,868,19.23449000,645420.07450695,0
94,2021-06-24 00:34:00,33505.07,33513.87,33467.36,33479.99,99.28658500,3325123.96408712,1094,17.82850000,597042.86353964,0
95,2021-06-24 00:35:00,33476.99,33543.29,33467.36,33485.21,144.36194800,4836677.40843463,1277,117.03968600,3921587.52317822,0
96,2021-06-24 00:36:00,33488.99,33494.07,33449.22,33449.22,48.21604200,1613844.91364432,823,11.24983200,376555.20696112,0
97,2021-06-24 00:37:00,33449.22,33455.18,33420.0,33446.0,87.07092100,2911021.85978233,1208,29.56752900,988544.51140440,0
98,2021-06-24 00:38:00,33445.99,33457.14,33430.5,33451.38,34.81958200,1164486.65999708,739,19.18469700,641640.46490021,0
99,2021-06-24 00:39:00,33451.38,33467.06,33444.45,33444.46,34.88289000,1166966.59539296,697,7.15244300,239289.58469207,0
100,2021-06-24 00:40:00,33444.45,33460.66,33319.42,33348.96,220.74944400,7372726.14580819,2922,36.19116100,1208060.03657335,0
101,2021-06-24 00:41:00,33348.95,33394.31,33318.19,33338.62,85.44152400,2850165.49406529,1732,24.35965500,812326.26628972,0
102,2021-06-24 00:42:00,33338.61,33381.67,33338.61,33371.17,46.77140900,1560383.76142839,1054,24.60220000,820796.28410339,0
103,2021-06-24 00:43:00,33371.17,33426.8,33369.24,33411.99,36.87892200,1231802.01250283,869,14.40902800,481278.68969807,0
104,2021-06-24 00:44:00,33413.31,33444.45,33366.89,33366.89,24.53681900,819609.77364007,745,9.63476300,321899.09802207,0
105,2021-06-24 00:45:00,33366.89,33436.95,33366.89,33432.5,48.84326800,1631472.24382215,746,25.06307000,837293.60666552,0
106,2021-06-24 00:46:00,33432.49,33458.58,33417.78,33444.99,21.31613900,712705.49908808,566,8.55753100,286141.92459306,0
107,2021-06-24 00:47:00,33445.0,33449.31,33400.78,33433.84,42.51269900,1421040.55197431,637,23.70808400,792410.77199263,0
108,2021-06-24 00:48:00,33433.83,33442.74,33410.97,33426.12,17.30071100,578423.24483352,507,7.78883300,260405.67619058,0
109,2021-06-24 00:49:00,33426.12,33437.98,33419.36,33434.26,17.12385400,572464.90542883,472,8.55591200,286026.61806031,0
110,2021-06-24 00:50:00,33434.26,33434.83,33363.0,33370.0,28.31996200,945825.08779771,815,12.85436900,429324.14429236,0
111,2021-06-24 00:51:00,33370.0,33379.42,33265.58,33356.57,78.28307900,2608420.29034161,1665,29.83799500,994024.77168136,0
112,2021-06-24 00:52:00,33356.57,33408.72,33348.92,33387.76,21.20060400,707679.21052113,616,12.99907100,433934.76741661,0
113,2021-06-24 00:53:00,33387.77,33393.07,33285.56,33291.97,23.47340000,782546.17879238,609,3.63722200,121288.98095779,0
114,2021-06-24 00:54:00,33291.97,33312.17,33162.51,33260.51,104.48418000,3472500.81217669,2315,42.25536800,1404782.03020524,0
115,2021-06-24 00:55:00,33260.51,33307.74,33250.07,33303.6,27.60679800,918626.30566989,660,12.47260900,415067.65460324,0
116,2021-06-24 00:56:00,33306.39,33306.39,33219.2,33230.67,28.07823500,933853.12307498,619,11.43183000,380092.76007794,0
117,2021-06-24 00:57:00,33230.66,33269.0,33162.51,33196.55,33.75689100,1121068.02318353,882,12.40707300,412003.39148906,0
118,2021-06-24 00:58:00,33196.54,33196.54,33162.12,33170.11,38.50013800,1277315.30533438,738,12.81076400,424998.47024499,0
119,2021-06-24 00:59:00,33170.12,33198.96,33170.11,33186.98,19.73581200,654994.38072888,543,9.69116100,321624.87692289,0
120,2021-06-24 01:00:00,33186.99,33192.28,33068.49,33129.79,123.97801400,4106898.21369177,2419,36.87248600,1221153.60037172,0
121,2021-06-24 01:01:00,33130.11,33136.35,33053.31,33073.09,103.79812500,3434080.03946371,1376,46.34977300,1533167.33045638,0
122,2021-06-24 01:02:00,33073.08,33126.13,33068.21,33126.13,48.15092800,1593568.33850318,1096,28.08788000,929551.43504127,0
123,2021-06-24 01:03:00,33124.49,33128.22,33086.94,33119.41,30.40424700,1006577.67743522,729,10.00194200,331141.41551962,0
124,2021-06-24 01:04:00,33120.72,33172.55,33106.98,33126.72,58.64808100,1943341.15770774,1394,28.89701200,957570.04508169,0
125,2021-06-24 01:05:00,33128.83,33229.33,33126.74,33214.77,84.91999300,2819060.37202408,1516,39.88437100,1323884.98359178,0
126,2021-06-24 01:06:00,33214.77,33234.65,33177.64,33234.15,42.71942800,1418489.14082256,983,21.47632200,713145.55399583,0
127,2021-06-24 01:07:00,33234.16,33238.8,33170.04,33200.94,54.23431300,1801131.97201766,1064,19.03799400,632197.64748760,0
128,2021-06-24 01:08:00,33201.11,33241.18,33187.26,33205.85,24.55127200,815386.86613588,671,10.57810100,351382.00058448,0
129,2021-06-24 01:09:00,33205.85,33207.53,33178.7,33200.03,18.25094300,605806.12801417,466,6.56922400,218008.36864767,0
130,2021-06-24 01:10:00,33201.91,33243.13,33201.9,33243.13,24.20574000,804213.29048392,560,14.46342400,480529.45316472,0
131,2021-06-24 01:11:00,33238.86,33250.49,33224.61,33244.7,20.38408300,677548.88071151,521,13.38276000,444840.18925957,0
132,2021-06-24 01:12:00,33244.7,33249.94,33220.51,33226.31,16.49734200,548266.69534754,327,4.45712600,148121.77934788,0
133,2021-06-24 01:13:00,33226.31,33311.13,33224.06,33263.72,34.49583000,1147948.14597543,863,21.13783000,703405.94639417,0
134,2021-06-24 01:14:00,33264.19,33310.75,33263.76,33277.5,20.63726900,686907.38772881,520,12.68949800,422378.73501483,0
135,2021-06-24 01:15:00,33274.6,33285.54,33228.21,33234.68,26.14076500,869280.28595035,668,8.29575300,275842.87852762,0
136,2021-06-24 01:16:00,33234.63,33332.1,33232.59,33313.96,35.16366800,1170444.95445918,789,25.74278500,856799.51198206,0
137,2021-06-24 01:17:00,33313.95,33353.16,33267.71,33313.2,95.89541100,3194105.13059706,1043,31.44896200,1048016.99656751,0
138,2021-06-24 01:18:00,33313.19,33319.96,33228.51,33249.51,39.28293200,1306691.55495325,703,15.83827300,526737.39817581,0
139,2021-06-24 01:19:00,33249.52,33271.76,33206.31,33232.71,34.79296900,1156396.19979203,767,18.87962600,627540.35775455,0
140,2021-06-24 01:20:00,33232.71,33232.71,33157.26,33190.96,34.35164200,1140276.23522025,848,18.96907400,629652.27624072,0
141,2021-06-24 01:21:00,33190.96,33233.8,33172.01,33226.99,86.94528500,2886811.61441081,844,36.83442300,1222953.18409314,0
142,2021-06-24 01:22:00,33227.0,33266.05,33221.38,33225.26,22.20659100,738263.70663454,636,15.91448000,529070.56827013,0
143,2021-06-24 01:23:00,33220.94,33227.78,33170.04,33195.36,17.43813700,578985.51376617,531,6.14731600,204118.85706939,0
144,2021-06-24 01:24:00,33195.35,33217.75,33161.01,33161.01,30.39766800,1008698.79439614,590,12.59007200,417919.85107193,0
145,2021-06-24 01:25:00,33161.0,33161.0,33110.01,33122.0,61.64678500,2042591.98310169,947,24.23481300,802935.03776803,0
146,2021-06-24 01:26:00,33122.01,33186.75,33122.0,33127.89,39.95657400,1324799.71692207,666,17.94131400,594924.47938220,0
147,2021-06-24 01:27:00,33127.89,33134.07,33081.63,33119.27,54.18837300,1793911.03827108,1040,19.72695100,653104.74801792,0
148,2021-06-24 01:28:00,33120.77,33136.23,33070.01,33121.71,50.37946800,1668270.82154237,823,28.76669100,952716.23767235,0
149,2021-06-24 01:29:00,33116.72,33173.1,33083.99,33085.17,54.65325800,1810900.13399761,907,39.38604200,1305354.01811836,0
150,2021-06-24 01:30:00,33085.17,33140.8,33085.17,33116.64,39.71458600,1314849.69180296,775,25.88232900,856846.52413547,0
151,2021-06-24 01:31:00,33116.65,33178.97,33116.65,33143.18,41.32750800,1370085.81380868,786,23.09315900,765592.97623740,0
152,2021-06-24 01:32:00,33143.18,33143.19,33032.48,33057.89,57.11520200,1888658.06722042,1615,23.31052500,770697.32783227,0
153,2021-06-24 01:33:00,33060.14,33092.23,33024.98,33057.17,29.03836100,959868.46078396,828,13.05056500,431403.62832787,0
154,2021-06-24 01:34:00,33055.63,33110.97,33000.0,33019.41,101.51781300,3354028.31954271,1655,29.59277400,977920.66932591,0
155,2021-06-24 01:35:00,33011.87,33012.98,32933.78,32959.29,217.18436100,7161716.22001539,2648,95.65054800,3153192.06042108,0
156,2021-06-24 01:36:00,32959.28,32992.09,32901.0,32908.97,54.98048500,1810937.73116696,1365,22.34367800,736085.78068376,0
157,2021-06-24 01:37:00,32908.97,32940.0,32853.44,32873.2,111.42695400,3665130.53180422,1976,45.62208200,1500727.11690731,0
158,2021-06-24 01:38:00,32873.2,32943.85,32824.0,32937.27,74.58978100,2452779.12201478,1686,39.06403800,1284905.72550591,0
159,2021-06-24 01:39:00,32932.64,32932.64,32802.0,32828.0,135.24527100,4441840.81031720,1994,61.36777100,2015358.39985312,0
160,2021-06-24 01:40:00,32820.07,32865.23,32804.05,32819.72,76.36959800,2506938.49243695,1094,41.62620100,1366554.01575553,0
161,2021-06-24 01:41:00,32819.72,32902.73,32811.57,32893.98,64.01610400,2103705.76944125,1413,42.24051100,1388308.15934251,0
162,2021-06-24 01:42:00,32893.98,32893.99,32817.15,32842.38,64.25328200,2110756.33900609,1403,30.96378500,1017289.99134378,0
163,2021-06-24 01:43:00,32842.39,32895.78,32842.39,32877.13,52.82736800,1736527.38917067,1360,26.82341900,881786.38763171,0
164,2021-06-24 01:44:00,32883.92,32935.27,32857.0,32886.0,56.30937600,1853046.53953849,1256,31.34096500,1031456.91416531,0
165,2021-06-24 01:45:00,32885.99,32930.0,32882.27,32915.91,49.91499600,1642578.67565915,1213,23.02546600,757832.45079094,0
166,2021-06-24 01:46:00,32915.94,32925.0,32874.48,32885.09,39.53302700,1300545.92080922,873,18.13020700,596439.03368284,0
